Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Joining_Date,Performance_Score,City,Employment_Status
EMP1645,Employee_645,51,Female,Operations,Accountant,106882.0,14.0,2024-08-11,9,Chennai,On Leave
EMP1006,Employee_6,59,Male,Finance,Manager,87368.0,10.0,2016-06-10,9,Chennai,Resigned
EMP1406,Employee_406,41,Male,Marketing,Analyst,113691.0,1.0,2020-02-25,2,Mumbai,Resigned
EMP1469,Employee_469,29,Female,Finance,Manager,99704.0,8.0,2022-04-06,4,Bangalore,Resigned
EMP1098,Employee_98,32,Female,Sales,HR Executive,49087.0,5.0,2015-03-24,8,Coimbatore,Active
EMP1927,Employee_927,60,Female,Finance,Developer,109607.0,6.0,2019-02-19,3,Coimbatore,Active
EMP1360,Employee_360,26,Male,Marketing,Analyst,105070.0,,2020-05-23,9,Pune,Active
EMP1877,Employee_877,44,Female,HR,Developer,39955.0,1.0,2017-12-28,3,Coimbatore,Active
EMP1267,Employee_267,40,Female,Finance,Analyst,43793.0,4.0,2016-01-01,2,Hyderabad,Active
EMP1423,Employee_423,24,Female,Marketing,Accountant,78459.0,14.0,2025-06-29,6,Coimbatore,Active
EMP1463,Employee_463,56,Female,Marketing,Sales Executive,89425.0,17.0,2016-08-02,9,Bangalore,Active
EMP1696,Employee_696,58,Female,Sales,Accountant,95821.0,14.0,2021-06-15,3,Mumbai,Active
EMP1974,Employee_974,40,Male,IT,HR Executive,76759.0,9.0,2023-06-14,1,Hyderabad,Active
EMP1494,Employee_494,32,Female,HR,Manager,44456.0,12.0,2017-08-11,3,Pune,Active
EMP1119,Employee_119,47,Female,IT,Developer,55116.0,14.0,2022-08-10,9,Chennai,Active
EMP1972,Employee_972,47,Female,Sales,HR Executive,48185.0,12.0,2024-05-25,3,Coimbatore,Active
EMP1251,Employee_251,55,Female,Marketing,Accountant,55873.0,16.0,2025-08-28,6,Pune,Resigned
EMP1343,Employee_343,48,Female,Marketing,Accountant,112440.0,16.0,2017-07-01,7,Pune,Active
EMP1010,Employee_10,31,Male,Operations,Analyst,96854.0,16.0,2024-05-04,7,Coimbatore,Active
EMP1197,Employee_197,31,Male,,Sales Executive,36033.0,15.0,2023-08-15,10,Bangalore,Resigned
EMP1742,Employee_742,25,Male,IT,HR Executive,83671.0,4.0,2016-11-10,10,Bangalore,Active
EMP1082,Employee_82,44,Female,Finance,HR Executive,82134.0,19.0,2020-11-26,1,Bangalore,Active
EMP1949,Employee_949,22,Female,Sales,Analyst,34359.0,11.0,2018-02-03,7,Mumbai,Active
EMP1480,Employee_480,57,Female,Operations,Analyst,36156.0,6.0,2023-08-23,2,Mumbai,Active
EMP1626,Employee_626,21,Male,Finance,Analyst,53230.0,12.0,2025-05-08,4,Chennai,On Leave
EMP1240,Employee_240,-5,Male,Sales,Analyst,56279.0,16.0,2020-04-28,2,Bangalore,Active
EMP1293,Employee_293,48,Male,Operations,Accountant,88227.0,5.0,2015-09-30,9,Pune,Active
EMP1212,Employee_212,52,Female,,Accountant,113509.0,1.0,2016-02-15,3,Pune,Active
EMP1901,Employee_901,57,Male,Operations,HR Executive,68370.0,10.0,2017-09-16,8,Chennai,Active
EMP1362,Employee_362,50,Male,HR,Sales Executive,67998.0,5.0,2019-07-17,9,Pune,Resigned
EMP1533,Employee_533,25,Male,Marketing,Manager,29173.0,2.0,2020-04-07,5,Bangalore,Active
EMP1228,Employee_228,36,Female,IT,Analyst,118344.0,6.0,2018-06-09,6,Coimbatore,Active
EMP1865,Employee_865,22,Male,Finance,Analyst,118422.0,4.0,2018-04-06,7,Coimbatore,Active
EMP1363,Employee_363,55,Female,Marketing,Developer,88814.0,7.0,2020-01-09,8,Chennai,Active
EMP1853,Employee_853,58,Female,Marketing,Accountant,81358.0,19.0,2020-08-02,9,Chennai,Active
EMP1955,Employee_955,33,Female,Finance,Analyst,52048.0,10.0,2016-08-16,7,Hyderabad,Active
EMP1965,Employee_965,32,Female,Operations,HR Executive,29994.0,1.0,2019-01-30,4,Pune,On Leave
EMP1366,Employee_366,33,Male,Sales,HR Executive,86844.0,13.0,2020-02-13,1,Hyderabad,Active
EMP1771,Employee_771,23,Male,Finance,Developer,117708.0,,2015-01-28,2,Pune,Active
EMP1860,Employee_860,26,Female,HR,HR Executive,41322.0,19.0,2018-09-14,3,Pune,On Leave
EMP1372,Employee_372,46,Female,Marketing,Accountant,75574.0,4.0,2022-01-19,5,Chennai,Resigned
EMP1008,Employee_8,43,Female,Sales,Developer,69760.0,10.0,2022-04-14,8,Chennai,Active
EMP1156,Employee_156,59,Female,IT,Developer,112265.0,13.0,2020-12-18,2,Coimbatore,Active
EMP1546,Employee_546,26,Female,Operations,Manager,107912.0,11.0,2021-07-09,3,Mumbai,Resigned
EMP1808,Employee_808,42,Male,Finance,Sales Executive,101709.0,10.0,2021-10-12,10,Hyderabad,Resigned
EMP1486,Employee_486,50,Female,Operations,Analyst,102603.0,5.0,2019-08-30,7,Hyderabad,Active
EMP1585,Employee_585,23,Female,Marketing,HR Executive,41523.0,7.0,2018-12-21,6,Pune,Active
EMP1786,Employee_786,45,Female,IT,Accountant,116470.0,13.0,2019-08-05,10,Coimbatore,Active
EMP1571,Employee_571,41,Male,Marketing,Manager,49335.0,15.0,2024-09-06,9,Bangalore,Active
EMP1478,Employee_478,43,Female,Sales,Analyst,103958.0,7.0,2021-12-25,4,Hyderabad,Active
EMP1583,Employee_583,51,Male,HR,Developer,84722.0,19.0,2020-07-23,3,Hyderabad,Active
EMP1943,Employee_943,53,Female,Sales,HR Executive,65142.0,20.0,2023-10-07,1,Pune,Active
EMP1698,Employee_698,44,Male,Finance,HR Executive,109021.0,7.0,2022-01-19,5,Pune,On Leave
EMP1833,Employee_833,26,Female,IT,Developer,,7.0,2022-12-29,1,Mumbai,Active
EMP1535,Employee_535,57,Female,Finance,Analyst,75445.0,16.0,2016-08-19,9,Coimbatore,Resigned
EMP1588,Employee_588,31,Female,,Manager,35808.0,12.0,2023-12-06,10,Bangalore,Active
EMP1715,Employee_715,33,Male,Sales,Analyst,116176.0,11.0,2019-07-28,10,Bangalore,Resigned
EMP1452,Employee_452,46,Male,IT,HR Executive,110731.0,9.0,2019-09-03,1,Coimbatore,On Leave
EMP1457,Employee_457,46,Male,Sales,Accountant,27708.0,16.0,2018-04-24,10,Mumbai,Resigned
EMP1229,Employee_229,46,Male,Operations,Analyst,49272.0,15.0,2015-11-24,7,Pune,Resigned
EMP1860,Employee_860,26,Female,HR,HR Executive,41322.0,19.0,2018-09-14,3,Pune,On Leave
EMP1750,Employee_750,46,Female,Marketing,Sales Executive,68326.0,10.0,2022-05-17,6,Chennai,Resigned
EMP1213,Employee_213,27,Female,Marketing,Manager,64121.0,3.0,2024-11-03,6,Pune,On Leave
EMP1080,Employee_80,27,Female,Operations,Manager,80860.0,3.0,2016-09-01,4,Chennai,On Leave
EMP1149,Employee_149,45,Male,Sales,Sales Executive,36308.0,1.0,2017-05-01,2,Chennai,Active
EMP1303,Employee_303,53,Female,Sales,Developer,110867.0,9.0,2020-08-01,3,Chennai,Active
EMP1666,Employee_666,48,Female,Finance,Sales Executive,65387.0,6.0,2024-10-13,3,Coimbatore,Active
EMP1329,Employee_329,55,Male,Finance,Developer,91641.0,11.0,2016-01-26,10,Pune,Active
EMP1670,Employee_670,46,Female,Marketing,Analyst,104832.0,10.0,2016-03-14,10,Mumbai,On Leave
EMP1345,Employee_345,22,Male,Finance,Analyst,68361.0,4.0,2016-03-02,10,Hyderabad,On Leave
EMP1712,Employee_712,54,Female,Finance,Sales Executive,91395.0,1.0,2020-04-28,5,Pune,Active
EMP1508,Employee_508,41,Male,Marketing,Developer,91899.0,7.0,2017-06-08,9,Chennai,Resigned
EMP1134,Employee_134,49,Female,HR,Analyst,58487.0,17.0,2019-10-20,6,Coimbatore,On Leave
EMP1555,Employee_555,23,Male,Sales,Manager,77815.0,16.0,2019-12-19,5,Coimbatore,Resigned
EMP1312,Employee_312,23,Female,Sales,Manager,80841.0,7.0,2024-01-31,3,Bangalore,Active
EMP1759,Employee_759,35,Female,Marketing,Accountant,107409.0,2.0,2015-10-23,5,Bangalore,Resigned
EMP1500,Employee_500,34,Female,Sales,Manager,44873.0,18.0,2021-02-22,9,Hyderabad,Active
EMP1001,Employee_1,59,Female,HR,Sales Executive,116218.0,2.0,2019-08-22,1,Hyderabad,Active
EMP1317,Employee_317,43,Male,HR,Analyst,110744.0,14.0,2023-08-25,1,Pune,On Leave
EMP1714,Employee_714,22,Male,Marketing,Accountant,29138.0,6.0,2020-10-13,9,Bangalore,Active
EMP1552,Employee_552,46,Male,Marketing,HR Executive,38794.0,2.0,2019-06-26,5,Bangalore,Active
EMP1804,Employee_804,54,Female,Marketing,Accountant,32296.0,1.0,2022-07-12,2,Coimbatore,Resigned
EMP1537,Employee_537,39,Male,IT,Accountant,62564.0,2.0,2016-07-10,2,Bangalore,Active
EMP1746,Employee_746,34,Female,Finance,HR Executive,85030.0,15.0,2017-12-09,3,Mumbai,Active
EMP1846,Employee_846,40,Male,Operations,Analyst,36087.0,11.0,2020-09-26,4,Coimbatore,Active
EMP1173,Employee_173,37,Female,IT,Sales Executive,71169.0,17.0,2022-06-25,6,Bangalore,Active
EMP1126,Employee_126,59,Male,Sales,Accountant,65992.0,20.0,2020-02-22,8,Hyderabad,On Leave
EMP1990,Employee_990,60,Female,Sales,Accountant,31476.0,8.0,2015-04-21,10,Mumbai,Active
EMP1424,Employee_424,36,Male,IT,Accountant,63402.0,8.0,2025-12-23,7,Chennai,On Leave
EMP1809,Employee_809,41,Female,HR,Sales Executive,81704.0,15.0,2025-12-30,9,Mumbai,On Leave
EMP1912,Employee_912,59,Female,Marketing,Analyst,30618.0,18.0,2024-02-22,3,Mumbai,Active
EMP1091,Employee_91,53,Female,Marketing,HR Executive,64779.0,20.0,2015-02-12,6,Chennai,On Leave
EMP1948,Employee_948,42,Female,HR,HR Executive,55075.0,3.0,2017-01-01,5,Hyderabad,Resigned
EMP1182,Employee_182,39,Male,Finance,HR Executive,103915.0,0.0,2020-11-28,2,Pune,Resigned
EMP1275,Employee_275,42,Female,IT,HR Executive,46542.0,7.0,2017-03-01,4,Chennai,On Leave
EMP1904,Employee_904,34,Male,HR,Accountant,110280.0,11.0,2019-06-23,6,Coimbatore,On Leave
EMP1070,Employee_70,41,Female,Finance,Sales Executive,87261.0,20.0,2019-10-01,6,Coimbatore,Active
EMP1292,Employee_292,37,Male,Operations,Manager,43601.0,4.0,2015-12-14,7,Hyderabad,Active
EMP1132,Employee_132,59,male,Operations,Analyst,31155.0,5.0,2025-12-10,9,Coimbatore,Active
EMP1301,Employee_301,51,Female,HR,Developer,117772.0,0.0,2020-10-27,7,Chennai,Active
EMP1933,Employee_933,28,Female,Marketing,Manager,30126.0,3.0,2021-02-22,2,Coimbatore,Resigned
EMP1327,Employee_327,49,Female,Sales,Manager,100731.0,15.0,2016-10-11,1,Pune,Active
EMP1145,Employee_145,40,Female,IT,HR Executive,52606.0,18.0,2015-05-09,1,Hyderabad,Active
EMP1498,Employee_498,27,Male,Sales,Analyst,57934.0,3.0,2024-08-25,5,Mumbai,Active
EMP1678,Employee_678,37,Male,Marketing,Sales Executive,109381.0,3.0,2023-01-17,7,Chennai,On Leave
EMP1951,Employee_951,25,Female,Operations,Sales Executive,76831.0,10.0,2019-05-25,5,Mumbai,On Leave
EMP1136,Employee_136,33,Female,HR,Developer,45963.0,3.0,2022-04-12,6,Bangalore,On Leave
EMP1782,Employee_782,37,Female,IT,Accountant,68427.0,12.0,2022-02-10,3,Mumbai,Active
EMP1165,Employee_165,52,Female,HR,Analyst,51423.0,16.0,2015-10-03,6,Mumbai,On Leave
EMP1029,Employee_29,36,Female,Finance,Developer,47005.0,8.0,2015-02-05,4,Hyderabad,Resigned
EMP1961,Employee_961,28,Male,Finance,Sales Executive,36676.0,16.0,2017-09-05,5,Mumbai,Active
EMP1194,Employee_194,54,Male,HR,Accountant,115270.0,17.0,2017-11-15,5,Hyderabad,On Leave
EMP1962,Employee_962,25,Male,Operations,Analyst,29434.0,1.0,2019-10-16,4,Bangalore,Active
EMP1644,Employee_644,25,Female,Operations,Developer,47547.0,7.0,2019-11-20,8,Pune,Active
EMP1170,Employee_170,22,Female,Sales,Manager,74429.0,10.0,2025-07-25,1,Hyderabad,Active
EMP1986,Employee_986,60,Male,Marketing,Sales Executive,101848.0,11.0,2024-11-22,1,Hyderabad,Active
EMP1141,Employee_141,22,Female,Marketing,Analyst,78554.0,15.0,2025-11-10,2,Chennai,On Leave
EMP1174,Employee_174,22,Male,Finance,HR Executive,32659.0,10.0,2015-06-20,3,Chennai,Active
EMP1007,Employee_7,39,Male,Finance,Accountant,117122.0,10.0,2022-01-15,6,Coimbatore,Active
EMP1897,Employee_897,34,Female,Marketing,Analyst,72221.0,17.0,2015-07-10,6,Coimbatore,Active
EMP1482,Employee_482,33,Female,Finance,HR Executive,56845.0,5.0,2019-11-22,6,Hyderabad,Active
EMP1074,Employee_74,46,Male,Marketing,Accountant,58002.0,6.0,2019-04-29,8,Bangalore,Active
EMP1690,Employee_690,54,Male,Marketing,Manager,106132.0,12.0,2022-03-24,5,Pune,Active
EMP1584,Employee_584,21,Male,IT,HR Executive,117036.0,16.0,2023-04-01,2,Coimbatore,Active
EMP1239,Employee_239,36,Female,Operations,Manager,50851.0,9.0,2024-04-18,3,Hyderabad,Active
EMP1146,Employee_146,50,Male,IT,Accountant,72832.0,3.0,2020-02-16,8,Mumbai,Resigned
EMP1800,Employee_800,39,Male,,HR Executive,117247.0,20.0,2023-01-19,8,Coimbatore,Active
EMP1235,Employee_235,52,Male,Marketing,Analyst,38979.0,2.0,2015-09-20,7,Mumbai,Active
EMP1221,Employee_221,48,Male,HR,Developer,63405.0,7.0,2020-03-22,10,Coimbatore,On Leave
EMP1479,Employee_479,-5,Male,HR,Analyst,57920.0,18.0,2023-12-01,6,Hyderabad,Active
EMP1719,Employee_719,51,Female,Marketing,Developer,87956.0,15.0,2024-05-07,5,Chennai,Active
EMP1133,Employee_133,35,Male,Operations,Analyst,71607.0,13.0,2020-10-02,4,Coimbatore,Resigned
EMP1522,Employee_522,32,Female,Operations,Analyst,69814.0,12.0,2022-04-24,10,Chennai,Active
EMP1985,Employee_985,33,Female,Operations,Manager,36064.0,1.0,2024-10-30,4,Mumbai,Active
EMP1186,Employee_186,26,Male,Sales,Sales Executive,90344.0,14.0,2017-12-02,6,Pune,Active
EMP1042,Employee_42,46,Female,,Sales Executive,110992.0,12.0,2015-06-13,7,Bangalore,Active
EMP1617,Employee_617,26,Male,Marketing,Manager,80312.0,0.0,2017-06-22,7,Chennai,Active
EMP1109,Employee_109,21,Male,Sales,Developer,36950.0,0.0,2025-08-04,10,Hyderabad,On Leave
EMP1595,Employee_595,32,Male,Sales,Developer,111741.0,15.0,2024-08-16,9,Bangalore,Active
EMP1057,Employee_57,49,Male,Marketing,HR Executive,108692.0,1.0,2019-11-14,5,Bangalore,Resigned
EMP1409,Employee_409,53,Female,Sales,Accountant,62726.0,6.0,2025-06-17,3,Mumbai,Active
EMP1446,Employee_446,32,Female,Operations,Sales Executive,55106.0,7.0,2019-02-19,4,Pune,Active
EMP1568,Employee_568,58,Male,Sales,Developer,110988.0,5.0,2015-11-02,8,Chennai,Resigned
EMP1869,Employee_869,40,Male,Finance,HR Executive,69589.0,3.0,2021-01-10,9,Hyderabad,Active
EMP1025,Employee_25,42,Male,IT,Manager,88115.0,4.0,2015-11-28,8,Pune,Active
EMP1421,Employee_421,21,Male,Operations,Analyst,110076.0,18.0,2018-10-12,4,Chennai,Active
EMP1450,Employee_450,43,Male,Sales,Developer,111511.0,10.0,2021-04-25,10,Chennai,Active
EMP1536,Employee_536,58,Male,IT,Accountant,95305.0,14.0,2016-03-26,4,Hyderabad,Active
EMP1779,Employee_779,48,Female,Sales,Manager,95843.0,14.0,2024-04-25,10,Bangalore,Active
EMP1661,Employee_661,24,Male,Marketing,Accountant,61963.0,3.0,2023-03-06,2,Pune,On Leave
EMP1935,Employee_935,49,Male,Operations,Manager,115932.0,14.0,2020-11-06,3,Chennai,Active
EMP1339,Employee_339,34,Male,Marketing,Accountant,34256.0,3.0,2023-03-16,4,Mumbai,Active
EMP1052,Employee_52,60,Female,Operations,Developer,77389.0,11.0,2022-07-09,4,Coimbatore,Active
EMP1716,Employee_716,31,Female,Marketing,Sales Executive,100945.0,18.0,2016-10-24,5,Mumbai,Active
EMP1520,Employee_520,31,Male,Marketing,Accountant,37112.0,11.0,2024-10-29,9,Hyderabad,Active
EMP1929,Employee_929,26,Male,Marketing,Developer,86510.0,10.0,2018-03-20,1,Chennai,Active
EMP1639,Employee_639,21,Male,IT,HR Executive,85710.0,5.0,2016-08-10,2,Hyderabad,On Leave
EMP1265,Employee_265,34,Female,Marketing,Developer,33711.0,19.0,2021-06-10,7,Bangalore,On Leave
EMP1542,Employee_542,27,Male,Operations,Sales Executive,109892.0,14.0,2023-12-11,10,Mumbai,On Leave
EMP1718,Employee_718,36,Male,HR,Sales Executive,35451.0,9.0,2015-03-05,9,Chennai,On Leave
EMP1689,Employee_689,58,Female,HR,Accountant,101872.0,3.0,2018-04-06,9,Hyderabad,Active
EMP1590,Employee_590,30,Male,IT,Analyst,48620.0,4.0,2024-12-05,8,Bangalore,Resigned
EMP1523,Employee_523,29,Male,Sales,Developer,110091.0,1.0,2024-03-19,1,Pune,On Leave
EMP1451,Employee_451,37,Female,Finance,Accountant,32214.0,7.0,2018-03-04,2,Bangalore,Active
EMP1019,Employee_19,50,Female,Finance,Accountant,79040.0,15.0,2025-03-18,3,Chennai,On Leave
EMP1723,Employee_723,24,Male,IT,Accountant,68764.0,17.0,2018-10-07,8,Chennai,Active
EMP1487,Employee_487,37,Female,Sales,HR Executive,58872.0,4.0,2018-12-06,3,Chennai,On Leave
EMP1573,Employee_573,41,Female,HR,Sales Executive,111610.0,14.0,2019-08-17,10,Chennai,Resigned
EMP1437,Employee_437,57,Male,Finance,Developer,47412.0,10.0,2019-11-18,4,Mumbai,Active
EMP1368,Employee_368,39,Male,Operations,Analyst,27179.0,9.0,2025-03-18,5,Pune,Active
EMP1084,Employee_84,28,Male,HR,Accountant,86997.0,19.0,2016-01-07,9,Bangalore,On Leave
EMP1062,Employee_62,56,Female,Sales,Sales Executive,72377.0,16.0,2016-12-10,1,Pune,Active
EMP1441,Employee_441,53,Male,Sales,Accountant,85957.0,14.0,2019-09-22,10,Hyderabad,Active
EMP1273,Employee_273,32,Male,IT,Developer,113896.0,7.0,2023-12-31,6,Coimbatore,Active
EMP1286,Employee_286,48,Female,Finance,HR Executive,33155.0,3.0,2022-12-22,7,Mumbai,Active
EMP1361,Employee_361,52,Male,IT,Accountant,114390.0,15.0,2017-01-25,2,Mumbai,Active
EMP1355,Employee_355,53,Male,IT,Manager,74812.0,5.0,2015-10-18,8,Mumbai,Active
EMP1653,Employee_653,30,Female,Sales,HR Executive,44233.0,1.0,2017-11-03,7,Bangalore,Active
EMP1279,Employee_279,28,Male,Finance,Manager,112893.0,9.0,2021-08-11,10,Hyderabad,On Leave
EMP1013,Employee_13,60,Female,HR,Analyst,37180.0,14.0,2015-10-07,7,Mumbai,Active
EMP1183,Employee_183,22,Male,Operations,Sales Executive,79254.0,6.0,2020-05-26,10,Pune,Active
EMP1369,Employee_369,37,Female,Operations,Developer,68798.0,2.0,2018-03-25,2,Mumbai,Active
EMP1496,Employee_496,32,Male,Operations,Developer,90942.0,16.0,2025-03-22,5,Mumbai,On Leave
EMP1622,Employee_622,30,Female,Operations,Developer,87120.0,14.0,2024-09-28,2,Hyderabad,Active
EMP1224,Employee_224,51,Female,HR,Accountant,102227.0,19.0,2025-12-23,2,Mumbai,On Leave
EMP1811,Employee_811,26,Male,HR,HR Executive,56781.0,18.0,2023-10-03,4,Coimbatore,Active
EMP1706,Employee_706,37,Female,Operations,HR Executive,119851.0,7.0,2019-01-02,1,Mumbai,Active
EMP1507,Employee_507,45,Female,Operations,Analyst,62125.0,15.0,2025-08-14,5,Bangalore,On Leave
EMP1550,Employee_550,47,Male,Operations,Developer,25389.0,0.0,2020-08-24,8,Mumbai,Active
EMP1589,Employee_589,32,Male,Operations,HR Executive,97525.0,20.0,2018-03-10,8,Pune,Active
EMP1738,Employee_738,42,Female,Finance,Manager,111346.0,17.0,2019-01-29,9,Coimbatore,Active
EMP1177,Employee_177,43,Female,Marketing,Developer,57793.0,4.0,2021-02-13,10,Mumbai,On Leave
EMP1741,Employee_741,21,Male,Operations,Accountant,59397.0,8.0,2018-08-19,3,Bangalore,Resigned
EMP1634,Employee_634,47,Female,Finance,Analyst,90303.0,5.0,2020-07-31,5,Pune,On Leave
EMP1592,Employee_592,36,Male,Operations,Accountant,56802.0,5.0,2019-12-25,8,Mumbai,On Leave
EMP1591,Employee_591,52,Female,Operations,HR Executive,25887.0,12.0,2020-02-13,5,Pune,Resigned
EMP1394,Employee_394,57,Female,HR,Analyst,40523.0,7.0,2021-05-04,7,Chennai,Resigned
EMP1164,Employee_164,35,Male,Sales,Manager,36908.0,3.0,2019-07-03,2,Coimbatore,Active
EMP1249,Employee_249,60,Male,IT,Manager,88761.0,11.0,2018-12-15,5,Coimbatore,Active
EMP1708,Employee_708,37,Male,HR,HR Executive,27426.0,10.0,2015-03-26,8,Coimbatore,On Leave
EMP1894,Employee_894,28,Female,Finance,Accountant,94166.0,19.0,2017-10-28,7,Pune,Active
EMP1676,Employee_676,50,Male,Operations,HR Executive,26813.0,18.0,2023-02-10,2,Bangalore,Active
EMP1376,Employee_376,29,Female,Operations,Developer,67351.0,19.0,2023-12-03,8,Bangalore,Active
EMP1413,Employee_413,30,Male,IT,Developer,74976.0,17.0,2019-10-02,8,Bangalore,Active
EMP1075,Employee_75,45,Male,HR,Sales Executive,105098.0,9.0,2024-07-04,3,Coimbatore,Resigned
EMP1114,Employee_114,21,Female,HR,Manager,28866.0,10.0,2025-07-28,7,Pune,Resigned
EMP1579,Employee_579,40,Male,Sales,Accountant,97827.0,2.0,2023-01-15,7,Bangalore,Active
EMP1939,Employee_939,47,Male,IT,Analyst,64082.0,0.0,2022-08-27,10,Hyderabad,Resigned
EMP1391,Employee_391,32,Female,Finance,Manager,70095.0,14.0,2023-12-19,8,Pune,Active
EMP1105,Employee_105,60,Female,Marketing,Accountant,69864.0,17.0,2025-05-23,2,Coimbatore,Active
EMP1115,Employee_115,25,Female,Operations,Sales Executive,57245.0,9.0,2020-06-08,2,Chennai,Active
EMP1418,Employee_418,30,Female,Finance,Manager,59148.0,15.0,2025-11-29,3,Hyderabad,Active
EMP1594,Employee_594,58,Male,Marketing,Developer,106938.0,8.0,2024-04-09,5,Bangalore,Active
EMP1458,Employee_458,54,Female,Marketing,Analyst,43375.0,0.0,2025-12-14,5,Bangalore,On Leave
EMP1410,Employee_410,50,Male,HR,Sales Executive,62044.0,12.0,2021-09-03,1,Bangalore,On Leave
EMP1093,Employee_93,59,Male,Finance,Analyst,107594.0,14.0,2018-06-22,6,Mumbai,Resigned
EMP1569,Employee_569,26,Female,Operations,Sales Executive,68526.0,16.0,2020-08-21,7,Mumbai,On Leave
EMP1090,Employee_90,55,Male,HR,HR Executive,33016.0,5.0,2017-04-26,9,Bangalore,Active
EMP1337,Employee_337,28,Female,Marketing,Developer,54961.0,15.0,2022-01-04,10,Coimbatore,Active
EMP1999,Employee_999,29,Female,Marketing,Accountant,51946.0,3.0,2022-03-27,6,Coimbatore,Resigned
EMP1930,Employee_930,26,Male,Operations,Analyst,83692.0,0.0,2025-03-29,7,Coimbatore,On Leave
EMP1942,Employee_942,58,Male,IT,HR Executive,57130.0,14.0,2016-05-07,9,Bangalore,Resigned
EMP1612,Employee_612,33,Female,Sales,Accountant,105702.0,11.0,2018-06-26,2,Pune,Active
EMP1600,Employee_600,56,Male,IT,Accountant,115563.0,10.0,2017-12-15,8,Pune,On Leave
EMP1618,Employee_618,38,Male,Sales,Manager,35561.0,0.0,2019-03-22,8,Pune,Resigned
EMP1095,Employee_95,27,Female,Sales,Manager,76813.0,13.0,2018-10-10,1,Mumbai,Resigned
EMP1012,Employee_12,56,Female,Operations,Manager,110716.0,1.0,2017-05-20,9,Bangalore,Resigned
EMP1397,Employee_397,34,Male,Sales,Sales Executive,44991.0,13.0,2019-04-03,4,Chennai,Active
EMP1874,Employee_874,29,Male,Sales,Sales Executive,61455.0,3.0,2025-01-30,4,Coimbatore,Resigned
EMP1044,Employee_44,40,Female,Finance,Developer,27257.0,15.0,2024-11-10,6,Bangalore,Active
EMP1043,Employee_43,22,Male,IT,Analyst,103860.0,10.0,2015-05-28,1,Bangalore,On Leave
EMP1330,Employee_330,45,Male,Sales,Manager,88811.0,11.0,2019-02-28,3,Bangalore,On Leave
EMP1168,Employee_168,32,Female,IT,Analyst,86215.0,5.0,2019-12-01,7,Pune,Active
EMP1501,Employee_501,51,Male,Sales,Sales Executive,,2.0,2019-04-27,3,Hyderabad,On Leave
EMP1885,Employee_885,29,Female,it,Accountant,97617.0,8.0,2025-01-24,10,Chennai,On Leave
EMP1604,Employee_604,48,Female,Marketing,Analyst,106486.0,12.0,2020-12-24,10,Chennai,Resigned
EMP1893,Employee_893,49,Female,Finance,Analyst,117365.0,14.0,2016-09-08,8,Chennai,Active
EMP1101,Employee_101,43,Male,HR,HR Executive,26401.0,6.0,2017-03-10,5,Hyderabad,On Leave
EMP1427,Employee_427,22,Male,HR,Manager,115453.0,11.0,2024-01-14,6,Mumbai,Resigned
EMP1179,Employee_179,52,Female,Marketing,Accountant,114388.0,8.0,2018-01-14,3,Pune,Active
EMP1445,Employee_445,33,Male,Marketing,Manager,50711.0,13.0,invalid_date,9,Coimbatore,Active
EMP1417,Employee_417,51,Female,Sales,Developer,-10000.0,20.0,2018-01-29,10,Mumbai,On Leave
EMP1654,Employee_654,39,Female,Sales,Sales Executive,106730.0,14.0,2016-01-09,6,Bangalore,Resigned
EMP1891,Employee_891,60,Male,Marketing,Sales Executive,54345.0,19.0,2023-12-05,10,Chennai,On Leave
EMP1665,Employee_665,54,Male,Finance,HR Executive,54084.0,12.0,2024-08-12,6,Mumbai,Active
EMP1178,Employee_178,57,Male,Finance,Analyst,71473.0,8.0,2024-08-13,4,Coimbatore,Active
EMP1396,Employee_396,49,Female,Sales,Developer,72068.0,12.0,2020-01-02,10,Coimbatore,Active
EMP1683,Employee_683,34,Female,HR,Manager,67051.0,16.0,2023-07-06,8,Bangalore,Active
EMP1802,Employee_802,26,Female,HR,Analyst,56707.0,6.0,2019-11-08,8,Chennai,Active
EMP1971,Employee_971,46,Male,Marketing,Developer,67215.0,0.0,2021-03-13,9,Hyderabad,On Leave
EMP1981,Employee_981,43,Female,Finance,Analyst,80480.0,10.0,2023-03-12,8,Chennai,On Leave
EMP1384,Employee_384,21,Male,HR,Developer,56555.0,19.0,2025-12-29,1,Mumbai,Active
EMP1967,Employee_967,47,Male,Operations,Developer,94300.0,5.0,2018-10-22,8,Chennai,Resigned
EMP1619,Employee_619,25,Female,Operations,Analyst,41901.0,9.0,2020-06-22,1,Coimbatore,Active
EMP1258,Employee_258,22,Male,Operations,Analyst,119826.0,6.0,2015-04-28,9,Bangalore,Active
EMP1336,Employee_336,21,Male,Operations,Sales Executive,55099.0,17.0,2016-11-03,2,Chennai,Active
EMP1016,Employee_16,42,Male,Sales,Manager,83272.0,7.0,2022-04-23,10,Pune,Active
EMP1636,Employee_636,53,Male,Marketing,Analyst,113229.0,15.0,2024-06-03,7,Chennai,Resigned
EMP1325,Employee_325,29,Female,Sales,Developer,70740.0,17.0,2018-04-07,4,Mumbai,Active
EMP1766,Employee_766,44,Male,Sales,Developer,107214.0,2.0,2020-11-18,7,Mumbai,Active
